"Document - Numéro du document";"Document - Code client";"Document - Code postal (facturation)";"Document - Ville (facturation)";"Document - Département (facturation)";"Document - Code Pays (facturation)";"Document - Date";"Document - Total Brut HT";"Document - Total TTC";"Ligne - Code article";"Ligne - Description commerciale en clair";"Ligne - Quantité";"Ligne - Montant Net HT";"Ligne - Montant Net TTC"
"FA00006370";"QUALITY";"14400";"ST VIGOR LE GRAND";"CALVADOS";"FR";"14/12/2021";"8980,00000000";"10776,00000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
";"1,00000000";"8980,00000000";"10776,00000000"
"FA00006370";"QUALITY";"14400";"ST VIGOR LE GRAND";"CALVADOS";"FR";"14/12/2021";"8980,00000000";"10776,00000000";"";"";"";"";""
"FA00006370";"QUALITY";"14400";"ST VIGOR LE GRAND";"CALVADOS";"FR";"14/12/2021";"8980,00000000";"10776,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006371";"DPS";"80080";"AMIENS";"SOMME";"FR";"14/12/2021";"289,80000000";"347,76000000";"AR00002";"Enlévement de 
6 HEA
4 UPN
20 chevilles";"1,00000000";"289,80000000";"347,76000000"
"FA00006371";"DPS";"80080";"AMIENS";"SOMME";"FR";"14/12/2021";"289,80000000";"347,76000000";"";"";"";"";""
"FA00006371";"DPS";"80080";"AMIENS";"SOMME";"FR";"14/12/2021";"289,80000000";"347,76000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006372";"BUBBLETREE";"92000";"NANTERRE";"HAUTS-DE-SEINE";"FR";"14/12/2021";"15225,00000000";"18270,00000000";"";"Transféré de : Commande N° CM00005743 du 21/10/2021.";"";"";""
"FA00006372";"BUBBLETREE";"92000";"NANTERRE";"HAUTS-DE-SEINE";"FR";"14/12/2021";"15225,00000000";"18270,00000000";"";"Suivant devis N° VP210904688D";"";"";""
"FA00006372";"BUBBLETREE";"92000";"NANTERRE";"HAUTS-DE-SEINE";"FR";"14/12/2021";"15225,00000000";"18270,00000000";"AR00006";"Fourniture d'une plate forme de stockage neuve site de DRINCHAM";"1,00000000";"15225,00000000";"18270,00000000"
"FA00006373";"ALSTOM";"59650";"VILLENEUVE D ASCQ";"NORD";"FR";"14/12/2021";"336,00000000";"403,20000000";"";"Transféré de : Bon de livraison N° BL00002601 du 08/12/2021.";"";"";""
"FA00006373";"ALSTOM";"59650";"VILLENEUVE D ASCQ";"NORD";"FR";"14/12/2021";"336,00000000";"403,20000000";"";"Transféré de : Commande N° CM00005784 du 22/11/2021.";"";"";""
"FA00006373";"ALSTOM";"59650";"VILLENEUVE D ASCQ";"NORD";"FR";"14/12/2021";"336,00000000";"403,20000000";"";"Suivant devis N° VP211004806D";"";"";""
"FA00006373";"ALSTOM";"59650";"VILLENEUVE D ASCQ";"NORD";"FR";"14/12/2021";"336,00000000";"403,20000000";"AR00008";"10 diagonales
4 horizontales
4 pieds";"1,00000000";"336,00000000";"403,20000000"
"FA00006375";"KSSERVICES";"93506";"PANTIN CEDEX";"SEINE-ST-DENIS";"FR";"16/12/2021";"24325,00000000";"29190,00000000";"";"Transféré de : Bon de livraison N° BL00002604 du 09/12/2021.";"";"";""
"FA00006375";"KSSERVICES";"93506";"PANTIN CEDEX";"SEINE-ST-DENIS";"FR";"16/12/2021";"24325,00000000";"29190,00000000";"";"Transféré de : Commande N° CM00005757 du 03/11/2021.";"";"";""
"FA00006375";"KSSERVICES";"93506";"PANTIN CEDEX";"SEINE-ST-DENIS";"FR";"16/12/2021";"24325,00000000";"29190,00000000";"";"Suivant devis N°TR211029.1";"";"";""
"FA00006375";"KSSERVICES";"93506";"PANTIN CEDEX";"SEINE-ST-DENIS";"FR";"16/12/2021";"24325,00000000";"29190,00000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion";"1,00000000";"24325,00000000";"29190,00000000"
"FA00006376";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"16/12/2021";"4588,00000000";"5505,60000000";"";"Transféré de : Bon de livraison N° BL00002613 du 14/12/2021.";"";"";""
"FA00006376";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"16/12/2021";"4588,00000000";"5505,60000000";"";"Transféré de : Commande N° CM00005793 du 22/11/2021.";"";"";""
"FA00006376";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"16/12/2021";"4588,00000000";"5505,60000000";"";"Suivant commande N° CF2111-1557";"";"";""
"FA00006376";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"16/12/2021";"4588,00000000";"5505,60000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"4588,00000000";"5505,60000000"
"FA00006378";"SOLAUFIL";"60800";"CREPY EN VALOIS";"OISE";"FR";"17/12/2021";"29122,00000000";"34946,40000000";"";"Transféré de : Commande N° CM00005833 du 17/12/2021.";"";"";""
"FA00006378";"SOLAUFIL";"60800";"CREPY EN VALOIS";"OISE";"FR";"17/12/2021";"29122,00000000";"34946,40000000";"";"Suivant commande N° INV-21-00085";"";"";""
"FA00006378";"SOLAUFIL";"60800";"CREPY EN VALOIS";"OISE";"FR";"17/12/2021";"29122,00000000";"34946,40000000";"AR00002";"Fourniture et mise en place de matériel de stockage";"1,00000000";"29122,00000000";"34946,40000000"
"FA00006378";"SOLAUFIL";"60800";"CREPY EN VALOIS";"OISE";"FR";"17/12/2021";"29122,00000000";"34946,40000000";"";"";"";"";""
"FA00006378";"SOLAUFIL";"60800";"CREPY EN VALOIS";"OISE";"FR";"17/12/2021";"29122,00000000";"34946,40000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006380";"KTY";"94430";"CHENNEVIERES SUR MARNE";"VAL-DE-MARNE";"FR";"21/12/2021";"680,00000000";"816,00000000";"";"Transféré de : Bon de livraison N° BL00002615 du 16/12/2021.";"";"";""
"FA00006380";"KTY";"94430";"CHENNEVIERES SUR MARNE";"VAL-DE-MARNE";"FR";"21/12/2021";"680,00000000";"816,00000000";"";"Transféré de : Commande N° CM00005813 du 01/12/2021.";"";"";""
"FA00006380";"KTY";"94430";"CHENNEVIERES SUR MARNE";"VAL-DE-MARNE";"FR";"21/12/2021";"680,00000000";"816,00000000";"";"Suivant devis N°VP211104848D";"";"";""
"FA00006380";"KTY";"94430";"CHENNEVIERES SUR MARNE";"VAL-DE-MARNE";"FR";"21/12/2021";"680,00000000";"816,00000000";"AR00018";"Fourniture de
6 lisses de 2700 mm
9 plateaux fils";"1,00000000";"680,00000000";"816,00000000"
"FA00006380";"KTY";"94430";"CHENNEVIERES SUR MARNE";"VAL-DE-MARNE";"FR";"21/12/2021";"680,00000000";"816,00000000";"";"";"";"";""
"FA00006380";"KTY";"94430";"CHENNEVIERES SUR MARNE";"VAL-DE-MARNE";"FR";"21/12/2021";"680,00000000";"816,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006381";"HUTCHINSON72";"72130";"SOUGE LE GANELON";"SARTHE";"FR";"21/12/2021";"420,00000000";"504,00000000";"";"Transféré de : Bon de livraison N° BL00002616 du 16/12/2021.";"";"";""
"FA00006381";"HUTCHINSON72";"72130";"SOUGE LE GANELON";"SARTHE";"FR";"21/12/2021";"420,00000000";"504,00000000";"";"Transféré de : Commande N° CM00005780 du 17/11/2021.";"";"";""
"FA00006381";"HUTCHINSON72";"72130";"SOUGE LE GANELON";"SARTHE";"FR";"21/12/2021";"420,00000000";"504,00000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
Suivant commande A298150";"1,00000000";"420,00000000";"504,00000000"
"FA00006381";"HUTCHINSON72";"72130";"SOUGE LE GANELON";"SARTHE";"FR";"21/12/2021";"420,00000000";"504,00000000";"";"";"";"";""
"FA00006381";"HUTCHINSON72";"72130";"SOUGE LE GANELON";"SARTHE";"FR";"21/12/2021";"420,00000000";"504,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006382";"MDK";"95350";"PISCOP";"VAL-D'OISE";"FR";"21/12/2021";"9800,00000000";"11760,00000000";"";"Transféré de : Bon de livraison N° BL00002595 du 06/12/2021.";"";"";""
"FA00006382";"MDK";"95350";"PISCOP";"VAL-D'OISE";"FR";"21/12/2021";"9800,00000000";"11760,00000000";"";"Transféré de : Commande N° CM00005791 du 22/11/2021.";"";"";""
"FA00006382";"MDK";"95350";"PISCOP";"VAL-D'OISE";"FR";"21/12/2021";"9800,00000000";"11760,00000000";"";"Suivant devis N° FC211104839D";"";"";""
"FA00006382";"MDK";"95350";"PISCOP";"VAL-D'OISE";"FR";"21/12/2021";"9800,00000000";"11760,00000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
";"1,00000000";"9800,00000000";"11760,00000000"
"FA00006382";"MDK";"95350";"PISCOP";"VAL-D'OISE";"FR";"21/12/2021";"9800,00000000";"11760,00000000";"";"";"";"";""
"FA00006382";"MDK";"95350";"PISCOP";"VAL-D'OISE";"FR";"21/12/2021";"9800,00000000";"11760,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006390";"SMEPI";"77100";"MEAUX";"SEINE-ET-MARNE";"FR";"21/12/2021";"1119,00000000";"1342,80000000";"";"Transféré de : Bon de livraison N° BL00002621 du 20/12/2021.";"";"";""
"FA00006390";"SMEPI";"77100";"MEAUX";"SEINE-ET-MARNE";"FR";"21/12/2021";"1119,00000000";"1342,80000000";"";"Transféré de : Commande N° CM00005803 du 29/11/2021.";"";"";""
"FA00006390";"SMEPI";"77100";"MEAUX";"SEINE-ET-MARNE";"FR";"21/12/2021";"1119,00000000";"1342,80000000";"";"Suivant commande N° 16088";"";"";""
"FA00006390";"SMEPI";"77100";"MEAUX";"SEINE-ET-MARNE";"FR";"21/12/2021";"1119,00000000";"1342,80000000";"AR00001";"Fourniture de matériel de stockage d'occasion
6 échelles de 3000 mm
30 lisses de 2700 mm
6 sabots
";"1,00000000";"1119,00000000";"1342,80000000"
"FA00006390";"SMEPI";"77100";"MEAUX";"SEINE-ET-MARNE";"FR";"21/12/2021";"1119,00000000";"1342,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006398";"FRANCESTOCK";"44300";"NANTES";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"3884,00000000";"4660,80000000";"";"Transféré de : Commande N° CM00005767 du 09/11/2021.";"";"";""
"FA00006398";"FRANCESTOCK";"44300";"NANTES";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"3884,00000000";"4660,80000000";"";"Suivant devis N° VP211004781D-3";"";"";""
"FA00006398";"FRANCESTOCK";"44300";"NANTES";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"3884,00000000";"4660,80000000";"AR00004";"Fourniture de matériel de stockage neuf ";"1,00000000";"3884,00000000";"4660,80000000"
"FA00006398";"FRANCESTOCK";"44300";"NANTES";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"3884,00000000";"4660,80000000";"";"";"";"";""
"FA00006398";"FRANCESTOCK";"44300";"NANTES";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"3884,00000000";"4660,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006401";"VANDEMOORTELE51";"35370";"TORCE";"ILLE-ET-VILAINE";"FR";"23/12/2021";"1241,00000000";"1489,20000000";"";"V/REF COMMANDE N° 4502388142";"";"";""
"FA00006401";"VANDEMOORTELE51";"35370";"TORCE";"ILLE-ET-VILAINE";"FR";"23/12/2021";"1241,00000000";"1489,20000000";"AR00001";"Fourniture de 20 lisses de 2700 mm + sabots site de NEUVILLE SUR SARTHE
";"1,00000000";"1241,00000000";"1489,20000000"
"FA00006377";"SES";"92024";"NANTERRE CEDEX";"HAUTS-DE-SEINE";"FR";"16/12/2021";"3775,00000000";"4530,00000000";"";"Transféré de : Bon de livraison N° BL00002606 du 13/12/2021.";"";"";""
"FA00006377";"SES";"92024";"NANTERRE CEDEX";"HAUTS-DE-SEINE";"FR";"16/12/2021";"3775,00000000";"4530,00000000";"";"Transféré de : Commande N° CM00005790 du 22/11/2021.";"";"";""
"FA00006377";"SES";"92024";"NANTERRE CEDEX";"HAUTS-DE-SEINE";"FR";"16/12/2021";"3775,00000000";"4530,00000000";"";"Suivant commande N° PO 4500013841";"";"";""
"FA00006377";"SES";"92024";"NANTERRE CEDEX";"HAUTS-DE-SEINE";"FR";"16/12/2021";"3775,00000000";"4530,00000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion site de CERGY ST CHRISTOPHE";"1,00000000";"3775,00000000";"4530,00000000"
"FA00006377";"SES";"92024";"NANTERRE CEDEX";"HAUTS-DE-SEINE";"FR";"16/12/2021";"3775,00000000";"4530,00000000";"";"";"";"";""
"FA00006377";"SES";"92024";"NANTERRE CEDEX";"HAUTS-DE-SEINE";"FR";"16/12/2021";"3775,00000000";"4530,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006402";"ECOLOTRANS";"75012";"PARIS 12EME ARRONDISSEMENT";"PARIS";"FR";"31/12/2021";"5243,00000000";"6291,60000000";"";"Transféré de : Commande N° CM00005840 du 21/12/2021.";"";"";""
"FA00006402";"ECOLOTRANS";"75012";"PARIS 12EME ARRONDISSEMENT";"PARIS";"FR";"31/12/2021";"5243,00000000";"6291,60000000";"";"Suivant devis N°20211215
et
Suivant devis N°20211216";"";"";""
"FA00006402";"ECOLOTRANS";"75012";"PARIS 12EME ARRONDISSEMENT";"PARIS";"FR";"31/12/2021";"5243,00000000";"6291,60000000";"AR00002";"Fourniture et mise en place de matériel de stockage et cadres dynamiques site de RUNGIS";"1,00000000";"5243,00000000";"6291,60000000"
"FA00006403";"CL01705";"2200";"VAUXBUIN";"AISNE";"FR";"31/12/2021";"2747,00000000";"3296,40000000";"";"Transféré de : Bon de livraison N° BL00002622 du 22/12/2021.";"";"";""
"FA00006403";"CL01705";"2200";"VAUXBUIN";"AISNE";"FR";"31/12/2021";"2747,00000000";"3296,40000000";"";"Transféré de : Commande N° CM00005782 du 17/11/2021.";"";"";""
"FA00006403";"CL01705";"2200";"VAUXBUIN";"AISNE";"FR";"31/12/2021";"2747,00000000";"3296,40000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
";"1,00000000";"2747,00000000";"3296,40000000"
"FA00006403";"CL01705";"2200";"VAUXBUIN";"AISNE";"FR";"31/12/2021";"2747,00000000";"3296,40000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006404";"LECLERC78";"27200";"VERNON";"EURE";"FR";"31/12/2021";"5945,00000000";"7134,00000000";"";"Transféré de : Bon de livraison N° BL00002623 du 22/12/2021.";"";"";""
"FA00006404";"LECLERC78";"27200";"VERNON";"EURE";"FR";"31/12/2021";"5945,00000000";"7134,00000000";"";"Transféré de : Commande N° CM00005819 du 06/12/2021.";"";"";""
"FA00006404";"LECLERC78";"27200";"VERNON";"EURE";"FR";"31/12/2021";"5945,00000000";"7134,00000000";"";"Suivant devis N°TR2111123.1";"";"";""
"FA00006404";"LECLERC78";"27200";"VERNON";"EURE";"FR";"31/12/2021";"5945,00000000";"7134,00000000";"AR00003";"Fourniture et mise en place de matériel de stockage neuf de type semi lourd
et 80 lisses de 2700 mm d'ocasion";"1,00000000";"5945,00000000";"7134,00000000"
"FA00006405";"EMBALL";"94310";"ORLY";"VAL-DE-MARNE";"FR";"31/12/2021";"4892,00000000";"5870,40000000";"";"Transféré de : Bon de livraison N° BL00002611 du 14/12/2021.";"";"";""
"FA00006405";"EMBALL";"94310";"ORLY";"VAL-DE-MARNE";"FR";"31/12/2021";"4892,00000000";"5870,40000000";"";"Transféré de : Commande N° CM00005802 du 29/11/2021.";"";"";""
"FA00006405";"EMBALL";"94310";"ORLY";"VAL-DE-MARNE";"FR";"31/12/2021";"4892,00000000";"5870,40000000";"";"Suivant devis N° VP211004797D-2";"";"";""
"FA00006405";"EMBALL";"94310";"ORLY";"VAL-DE-MARNE";"FR";"31/12/2021";"4892,00000000";"5870,40000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion";"1,00000000";"4500,00000000";"5400,00000000"
"FA00006405";"EMBALL";"94310";"ORLY";"VAL-DE-MARNE";"FR";"31/12/2021";"4892,00000000";"5870,40000000";"AR00012";"Complément de commande
14 lisses de 2700 mm
4 lisses de 1800 mm
1 échelle de 3500 mm
transport ";"1,00000000";"392,00000000";"470,40000000"
"FA00006406";"EDL45";"45450";"FAY AUX LOGES";"LOIRET";"FR";"31/12/2021";"669,00000000";"802,80000000";"";"Transféré de : Commande N° CM00005764 du 08/11/2021.";"";"";""
"FA00006406";"EDL45";"45450";"FAY AUX LOGES";"LOIRET";"FR";"31/12/2021";"669,00000000";"802,80000000";"AR00018";"Fourniture de 3 bras de cantilever 1200 mm";"1,00000000";"669,00000000";"802,80000000"
"FA00006383";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"21/12/2021";"900,00000000";"1080,00000000";"";"Transféré de : Bon de livraison N° BL00002617 du 17/12/2021.";"";"";""
"FA00006383";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"21/12/2021";"900,00000000";"1080,00000000";"";"Transféré de : Commande N° CM00005805 du 29/11/2021.";"";"";""
"FA00006383";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"21/12/2021";"900,00000000";"1080,00000000";"";"Suivant commande N° CF2111-1563";"";"";""
"FA00006383";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"21/12/2021";"900,00000000";"1080,00000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"900,00000000";"1080,00000000"
"FA00006384";"SODICAS";"11400";"CASTELNAUDARY";"AUDE";"FR";"21/12/2021";"2760,00000000";"3312,00000000";"";"Transféré de : Bon de livraison N° BL00002609 du 14/12/2021.";"";"";""
"FA00006384";"SODICAS";"11400";"CASTELNAUDARY";"AUDE";"FR";"21/12/2021";"2760,00000000";"3312,00000000";"";"Transféré de : Commande N° CM00005768 du 09/11/2021.";"";"";""
"FA00006384";"SODICAS";"11400";"CASTELNAUDARY";"AUDE";"FR";"21/12/2021";"2760,00000000";"3312,00000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
Suivant commande N°462
";"1,00000000";"2760,00000000";"3312,00000000"
"FA00006384";"SODICAS";"11400";"CASTELNAUDARY";"AUDE";"FR";"21/12/2021";"2760,00000000";"3312,00000000";"";"";"";"";""
"FA00006384";"SODICAS";"11400";"CASTELNAUDARY";"AUDE";"FR";"21/12/2021";"2760,00000000";"3312,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006385";"SOFRAMME";"44860";"ST AIGNAN GRANDLIEU";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"288,00000000";"345,60000000";"";"Transféré de : Bon de livraison N° BL00002614 du 15/12/2021.";"";"";""
"FA00006385";"SOFRAMME";"44860";"ST AIGNAN GRANDLIEU";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"288,00000000";"345,60000000";"";"Transféré de : Commande N° CM00005798 du 22/11/2021.";"";"";""
"FA00006385";"SOFRAMME";"44860";"ST AIGNAN GRANDLIEU";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"288,00000000";"345,60000000";"AR00004";"Fourniture de 1 lisse de 2700 mm site LA CHATAIGNERAIE";"1,00000000";"288,00000000";"345,60000000"
"FA00006385";"SOFRAMME";"44860";"ST AIGNAN GRANDLIEU";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"288,00000000";"345,60000000";"";"SUIVANT COMMANDE SO017364/A";"";"";""
"FA00006385";"SOFRAMME";"44860";"ST AIGNAN GRANDLIEU";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"288,00000000";"345,60000000";"";"";"";"";""
"FA00006385";"SOFRAMME";"44860";"ST AIGNAN GRANDLIEU";"LOIRE-ATLANTIQUE";"FR";"21/12/2021";"288,00000000";"345,60000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006386";"NISSE";"93160";"NOISY LE GRAND";"SEINE-ST-DENIS";"FR";"21/12/2021";"2849,00000000";"3418,80000000";"";"Transféré de : Bon de livraison N° BL00002603 du 09/12/2021.";"";"";""
"FA00006386";"NISSE";"93160";"NOISY LE GRAND";"SEINE-ST-DENIS";"FR";"21/12/2021";"2849,00000000";"3418,80000000";"";"Transféré de : Commande N° CM00005808 du 29/11/2021.";"";"";""
"FA00006386";"NISSE";"93160";"NOISY LE GRAND";"SEINE-ST-DENIS";"FR";"21/12/2021";"2849,00000000";"3418,80000000";"";"Suivant devis N° VP211004799D";"";"";""
"FA00006386";"NISSE";"93160";"NOISY LE GRAND";"SEINE-ST-DENIS";"FR";"21/12/2021";"2849,00000000";"3418,80000000";"AR00002";"Fourniture et mise en place de matériel de stockage d'occasion";"1,00000000";"2849,00000000";"3418,80000000"
"FA00006386";"NISSE";"93160";"NOISY LE GRAND";"SEINE-ST-DENIS";"FR";"21/12/2021";"2849,00000000";"3418,80000000";"";"";"";"";""
"FA00006386";"NISSE";"93160";"NOISY LE GRAND";"SEINE-ST-DENIS";"FR";"21/12/2021";"2849,00000000";"3418,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006387";"HEPPNER76";"76800";"ST ETIENNE DU ROUVRAY";"SEINE-MARITIME";"FR";"21/12/2021";"3089,00000000";"3706,80000000";"";"Transféré de : Bon de livraison N° BL00002608 du 13/12/2021.";"";"";""
"FA00006387";"HEPPNER76";"76800";"ST ETIENNE DU ROUVRAY";"SEINE-MARITIME";"FR";"21/12/2021";"3089,00000000";"3706,80000000";"";"Transféré de : Commande N° CM00005740 du 21/10/2021.";"";"";""
"FA00006387";"HEPPNER76";"76800";"ST ETIENNE DU ROUVRAY";"SEINE-MARITIME";"FR";"21/12/2021";"3089,00000000";"3706,80000000";"AR00013";"Remise en Conformité de vos rayonnages site de ST ETIENNE DU ROUVRAY";"1,00000000";"2689,00000000";"3226,80000000"
"FA00006387";"HEPPNER76";"76800";"ST ETIENNE DU ROUVRAY";"SEINE-MARITIME";"FR";"21/12/2021";"3089,00000000";"3706,80000000";"AR00025";"Location nacelle";"1,00000000";"400,00000000";"480,00000000"
"FA00006387";"HEPPNER76";"76800";"ST ETIENNE DU ROUVRAY";"SEINE-MARITIME";"FR";"21/12/2021";"3089,00000000";"3706,80000000";"";"";"";"";""
"FA00006387";"HEPPNER76";"76800";"ST ETIENNE DU ROUVRAY";"SEINE-MARITIME";"FR";"21/12/2021";"3089,00000000";"3706,80000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006388";"COMMEDESGARCONS";"75001";"PARIS 1ER ARRONDISSEMENT";"PARIS";"FR";"21/12/2021";"10000,00000000";"12000,00000000";"";"Transféré de : Bon de livraison N° BL00002607 du 13/12/2021.";"";"";""
"FA00006388";"COMMEDESGARCONS";"75001";"PARIS 1ER ARRONDISSEMENT";"PARIS";"FR";"21/12/2021";"10000,00000000";"12000,00000000";"";"Transféré de : Commande N° CM00005778 du 16/11/2021.";"";"";""
"FA00006388";"COMMEDESGARCONS";"75001";"PARIS 1ER ARRONDISSEMENT";"PARIS";"FR";"21/12/2021";"10000,00000000";"12000,00000000";"AR00010";"Montage de votre matériel de stockage
Fourniture et pose de racks d'occasion
suivant devis FC21104834D";"1,00000000";"10000,00000000";"12000,00000000"
"FA00006388";"COMMEDESGARCONS";"75001";"PARIS 1ER ARRONDISSEMENT";"PARIS";"FR";"21/12/2021";"10000,00000000";"12000,00000000";"";"";"";"";""
"FA00006388";"COMMEDESGARCONS";"75001";"PARIS 1ER ARRONDISSEMENT";"PARIS";"FR";"21/12/2021";"10000,00000000";"12000,00000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00006389";"SRIF";"91700";"STE GENEVIEVE DES BOIS";"ESSONNE";"FR";"21/12/2021";"1052,00000000";"1262,40000000";"";"Transféré de : Bon de livraison N° BL00002619 du 20/12/2021.";"";"";""
"FA00006389";"SRIF";"91700";"STE GENEVIEVE DES BOIS";"ESSONNE";"FR";"21/12/2021";"1052,00000000";"1262,40000000";"";"Transféré de : Commande N° CM00005817 du 03/12/2021.";"";"";""
"FA00006389";"SRIF";"91700";"STE GENEVIEVE DES BOIS";"ESSONNE";"FR";"21/12/2021";"1052,00000000";"1262,40000000";"";"Suivant devis N° PG202111301";"";"";""
"FA00006389";"SRIF";"91700";"STE GENEVIEVE DES BOIS";"ESSONNE";"FR";"21/12/2021";"1052,00000000";"1262,40000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
";"1,00000000";"1052,00000000";"1262,40000000"
"FA00006389";"SRIF";"91700";"STE GENEVIEVE DES BOIS";"ESSONNE";"FR";"21/12/2021";"1052,00000000";"1262,40000000";"";"";"";"";""
"FA00006389";"SRIF";"91700";"STE GENEVIEVE DES BOIS";"ESSONNE";"FR";"21/12/2021";"1052,00000000";"1262,40000000";"TXT00004";"COORDONNÉES BANCAIRE
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
